Job Title,Company,Location,Job Type,Experience,Posted Date,Job Link
Mondelēz InternationalMumbai Metropolitan Region,Sign in,简体中文 (Chinese (Simplified)),Full-time,Jobs,1 week ago,https://in.linkedin.com/jobs/view/web-developer-at-mondel%C4%93z-international-4299162508?position=50&pageNum=0&refId=XHGBud%2Bh3QZgleWGcRR7%2FA%3D%3D&trackingId=2v8hgy8FjfLZ9zYdmasgZg%3D%3D
"Extension TechnologiesFaridabad, Haryana, India",Sign in,Frontend Software Developer,Microsoft,Jobs,Get the app,https://in.linkedin.com/jobs/view/ai-ml-intern-at-extension-technologies-4142490779?position=18&pageNum=0&refId=tIo9Wz8OpEkvHWWG64dfuw%3D%3D&trackingId=eIfNtDOl8BpuA7GvbfLUPA%3D%3D
"Wabtec CorporationBengaluru, Karnataka, India",Sign in,"Bengaluru, Karnataka, India",Full-time,Jobs,2 weeks ago,https://in.linkedin.com/jobs/view/lead-engineering-at-wabtec-corporation-4303488791?position=40&pageNum=0&refId=XoNj71ICes6mlus8w3SuqQ%3D%3D&trackingId=rxicor6buaJSJz5qWn4z3g%3D%3D
"Cloud ArchitectPwCMumbai, Maharashtra, IndiaApply",Sign in,"Solutions Architect, Mumbai",ApplySave,Jobs,6 days ago,https://in.linkedin.com/jobs/view/cloud-architect-at-pwc-4311626893?position=29&pageNum=0&refId=hdlf8IXXd2T8kViQyXgp6A%3D%3D&trackingId=v2SvQugvKi3ELwRKnqGUig%3D%3D
Skip to main contentHomeCompany reviewsSalary guide,Sign in,largest global networks?,Employers,Home,Your finances,https://in.indeed.com/rc/clk?jk=b185dc767bc84276&bb=Q3ASFzN8d39gjhbb6RaQdMT_NYxS3vHk5QbF3LVi13R4_qMy6Y2bLJByKsduzExgGKUkFQC672dEpudMsdT-NjNz3Dxev8Mc-YxR3EMV5I7m3aevaH087-IUeX-mXq9B2b4N66OWEqBamxQq_d_W2StRBAHEM4FR&xkcb=SoAl67M3sxkErAT7yh0NbzkdCdPP&fccid=2c20478fc1054b79&vjs=3
Skip to main content,Sign in,简体中文 (Chinese (Simplified)),LinkedIn,Show,Open the app,https://in.linkedin.com/jobs/view/product-reliability-engineer-at-invoicecloud-inc-4055142793?position=45&pageNum=0&refId=vf6ozR%2B63fOJ2dG4p7zUug%3D%3D&trackingId=ZVlfijdNG%2BVYhqAChFnMpg%3D%3D
"Treadstone LimitedBengaluru, Karnataka, India",Sign in,"Bengaluru, Karnataka, India",Full-time,Jobs,2 weeks ago,https://in.linkedin.com/jobs/view/junior-software-developer-in-bangalore-at-treadstone-limited-4305185099?position=20&pageNum=0&refId=viZ13xGs74BXR3Vm%2BMFNYQ%3D%3D&trackingId=y9MY5GMAc%2F1LaffOQi7fWw%3D%3D
You may also apply directly oncompany website.,Sign in,"Bengaluru, Karnataka, India",ShareChat,"₹50,000.00-₹50,000.00",4 days ago,https://in.linkedin.com/jobs/view/software-engineer-winter-intern-at-rubrik-4292854785?position=23&pageNum=0&refId=BkdEKdXCF9xRzWNoTmVonQ%3D%3D&trackingId=NrVpW2CZXlXq3mAQavzvwQ%3D%3D
"DevOps EngineerHCLTechNoida, Uttar Pradesh, India",Sign in,简体中文 (Chinese (Simplified)),ApplySave,Jobs,2 weeks ago,https://in.linkedin.com/jobs/view/devops-engineer-at-hcltech-4302997266?position=34&pageNum=0&refId=rtTsXTn%2BST7dkAMiEjOWHQ%3D%3D&trackingId=3FJB9g1gKjHWQcgknGF9PA%3D%3D
"Data Scientist - noon foodnoonGurugram, Haryana, IndiaApply",Sign in,Statistical Researcher jobs,ApplySave,Jobs,3 hours ago,https://in.linkedin.com/jobs/view/data-scientist-noon-food-at-noon-4314644591?position=26&pageNum=0&refId=TN98aWqGOtGsFBoFI5LhLw%3D%3D&trackingId=%2BVvCvWWEgYMWEWaDmw1EuQ%3D%3D
Work from home jobs,IT jobs,Natural language processing,Companies,Jobs,Jobs in Pune,https://www.naukri.com/job-listings-summer-internship-ai-agent-developer-rannlab-technologies-pvt-ltd-noida-greater-noida-0-to-4-years-290425500312
Work from home jobs,IT jobs,Educational Qualification :,Companies,Jobs,6 Days Ago,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-bengaluru-2-to-4-years-131025917231
Work from home jobs,IT jobs,knowledge management,Companies,Jobs,4 days ago,https://www.naukri.com/job-listings-senior-guidewire-aws-engineer-zorba-consulting-india-pvt-ltd-bengaluru-8-to-10-years-101025921014
Skip to main content,Sign in,简体中文 (Chinese (Simplified)),LinkedIn,Show,Open the app,https://in.linkedin.com/jobs/view/software-engineer-at-microsoft-4308081754?position=18&pageNum=0&refId=33ZqB3SjATPTPWLmjQj9Dg%3D%3D&trackingId=%2BBg5Yg0po7ZsvyjSzDJCug%3D%3D
Get AI-powered advice on this job and more exclusive features.,Sign in,Strong Communication skills,ApplySave,Jobs,Get the app,https://in.linkedin.com/jobs/view/marketing-intern-at-averybit-4311434292?position=10&pageNum=0&refId=FhhXumzicViRAHW8EsHzNg%3D%3D&trackingId=VhGULcqH4AmW2gmv86M9Bg%3D%3D
Get AI-powered advice on this job and more exclusive features.,Sign in,"Bengaluru, Karnataka, India",ApplySave,Jobs,Get the app,https://in.linkedin.com/jobs/view/site-reliability-engineer-1-at-phonepe-4313980281?position=44&pageNum=0&refId=4lby6F9PEq%2FUN8tH5whMGw%3D%3D&trackingId=oZO1oX9Z%2BgAt2B9%2BNZikyw%3D%3D
Skip to main contentHomeCompany reviewsSalary guide,Sign in,Salaries for Director Of Cloud Technology,Employers,Home,Who We Are,https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Ad1FFWZOsBBwBZDGouyCcICeLSd3pQct3wJ1q5dPO7JFVPHQCPeUZaOlKNfdBfC8sT3Mj9Ab-WLwIAPP9dxBMkl-R6K_P0qVH4SrlSxbV_-_qzMfJ82C-p34p3nFfME-4C1K_gXYmUmPjSbeG2xmgJJzBlLMcu40elWk3h05b8azIZ1kw-05VFZDGHwfFPx49-2lQr2SobV4dTxCS9D-pVesV97Qm8jceZFWxxU7trMpIAccxwkH4S6Z6LzOX6hpimbdaDT5V3xx41y8E5NU_tsLck9PCAvYX6VEDrQqbo3JvwUbTmYzVQQ6gpEcbLWAK9Lcw6-exVgTfVV9DYRfW3JLiMdWTjH4_hWSNSi1g-k4iWg9QOjQ3KV5pBrj-GWU08SuJwOgtMxik3_g_z4LEaCFY6xpFUhB45VDlh-z51TkuM4Gtap9ROAEIFA_6ULp0xvYVcF188M-AbmUAkO0BijlwQNB7pu9925rgVk0qGs5LIz0pInN2eIpcGaoJPvkvZKtVBhqqhCJWa7jROV-6O3-kcBpffaFjpTpfgIchoMJ_memuhV4oGM3K2JSSsxhUYaoMMQESCUZHkJWXELf2UDbkQoYm-vR600KMTDuZuSeNq4QkiDLBu_MkDYyc8XCpw4-WrJYw3Jn10vJtnMpBNHh7VVhcnCAVC6EQ502VLKL8XCF3k4dFAXkBSioppcQAeXbM_UZAGU_lF4rsnj607yk92QmOuPxXXRKr8xBSdRqjCBiG2pRVH5KC_5bMcYMzM1N7ZL6ktoN4sMvHPfYz62rW8X3zr6MweG2Qd_bM3Tj7w8A_6nDEP29Ihaqz8qWUEz3b7jDZ3QuAHuQQhC-U2H7bIdZ2Mzk6JQLgqziDZEWltsjXiaPIbEMp6EhDHAxppbM9U9Nyy3cZovvwvSxm8oqARIAc04QYVMdmpeUvOYGifLQ8kN9Cw1jS_R_2LelVyVfJNc3pzY9dtzpX739kU-L9HIi6ote1nvLKi_OZESINLa3p9Lb0RP3mom_EcxID95W-DyuLDkHe0q53rvDmNausoHFyE0E972flc5WdsoZXRriqtkB4ubF2WOqnhdA4pNLRbsGxYxVzj-yym7ZxoH3U3dscQ__2ihp3lM_tWmagto7fwwkqwSAWUD-_bT3oOuiOBs46Sn8tBlVdDYW4d3EN5gb_y7iXJHXopxfjghd3hjUUzc5OSNxRyktJOKiTTeoe_SOXNqyShJjQwTOdDw-M2mcBGq0CnVpktOqhkfTGC_abjAZEGXOUs418OTe6pbT7MrVjDONUeQs3viBEZ-m5TcFQzqCEnROWgNrO_jxSpG2DG5LbnKyEL8wfuQmYsACCNKkIE_CB-LoFCrDM5EEABIgjMPlpaEadU05uX7yaEIVYfmkkSn0YRyTgsIaXv5SjE5k2yho-YXmNgbQ-Rmhw379fTquHmvLAywq7YpA==&xkcb=SoDu6_M3sxkBOTT74p0DbzkdCdPP&camk=UoKtGZLa3XLjqxmMrGo-mw==&p=8&fvj=0&vjs=3
"Front End DeveloperPhotojaanicPanaji, Goa, India",Sign in,简体中文 (Chinese (Simplified)),Full-time,Jobs,Get the app,https://in.linkedin.com/jobs/view/front-end-developer-at-photojaanic-4048227775?position=60&pageNum=0&refId=9KxyX5qJtNyqF51OJPt6qA%3D%3D&trackingId=FugGIN8hPeRioEAnKdLV6g%3D%3D
Skip to main contentHomeCompany reviewsSalary guide,Sign in,Job typeInternshipFull-time,Employers,Home,Who you are,https://in.indeed.com/rc/clk?jk=23fc9d9d4bbc8645&bb=Jhkerl7PnHJylcVp6ZOWpfdtUWtuMantxi3fLcBY70szDloJAQwGuN-iTGuLBKREeTjRnaz-qmQPY1RM2wxJKUq_ncUxWXT2OgXcK6Ia3UW0IYWZRWMDET2d9qy6eWERwjqPg3h22knb2d6a-olA_wZKCfHpJqaY&xkcb=SoDa67M3sxkaVJTNSp0jbzkdCdPP&fccid=466b98b3b1d69f33&vjs=3
"ITC InfotechBengaluru, Karnataka, India",Sign in,"Bengaluru, Karnataka, India",ApplySave,Jobs,6 days ago,https://in.linkedin.com/jobs/view/cloud-engineer-at-itc-infotech-4311617732?position=60&pageNum=0&refId=gvUeVL1ysTODoP%2BtfciqRg%3D%3D&trackingId=gFjxtTceRjrxDVobUn2hww%3D%3D
Work from home jobs,IT jobs,Qollabb Edutech2.74 reviews,Companies,Jobs,Jobs in Pune,https://www.naukri.com/job-listings-frontend-developer-intern-reviveanalytics-private-limited-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-0-to-5-years-091224502968
Work from home jobs,IT jobs,natural language processing,Companies,Jobs,2 Days Ago,https://www.naukri.com/job-listings-gen-ai-engineer-cognizant-kolkata-8-to-10-years-131025031376
Work from home jobs,IT jobs,Suzva Software Technologies,Companies,Jobs,8 Days Ago,https://www.naukri.com/job-listings-big-data-engineer-suzva-software-technology-mumbai-delhi-ncr-bengaluru-6-to-8-years-190925915067
You may also apply directly oncompany website.,Sign in,Software Engineering Intern,Microsoft,"₹50,000.00-₹50,000.00",9 hours ago,https://in.linkedin.com/jobs/view/software-engineering-intern-at-microsoft-4314454725?position=21&pageNum=0&refId=45pzYgPxdWiqzbCCvAzkbg%3D%3D&trackingId=EJVcp8qID76kzMS3AzQGng%3D%3D
Join to apply for theFullstack AI/ML Engineerrole atFord Motor Company,Sign in,"Bengaluru, Karnataka, India",Associate,Jobs,5 days ago,https://in.linkedin.com/jobs/view/fullstack-ai-ml-engineer-at-ford-motor-company-4312705436?position=37&pageNum=0&refId=Pklr2sxm2zcCGlq1rvZu0g%3D%3D&trackingId=5%2BKRcL1kfcguckJIry1RMQ%3D%3D
"MerilBangalore Urban, Karnataka, India",Sign in,Infinite Computer Solutions,ApplySave,Jobs,6 days ago,https://in.linkedin.com/jobs/view/system-engineer-at-meril-4311231275?position=43&pageNum=0&refId=dT%2F4R76QaoyB9AtKxUtrSg%3D%3D&trackingId=p8qUmoQylsZcZiKy93WoMQ%3D%3D
Skip to main contentHomeCompany reviewsSalary guide,Sign in,Incident Management:,Employers,Home,Why Join Us,https://in.indeed.com/rc/clk?jk=68905ab8872fed4c&bb=TzRgioe0KuGsgSxO-8ZYEUk9vcHHU9eEiphgyRM9m9t-XDsc27BudIXHNMfBNIM-vIULNZWK7PqeXrDDThcG56MKaCWNTaUaqyw4g9iig_FsciHQrd323lz7zZ9IVinq&xkcb=SoAH67M3sxkDt0zDYp0AbzkdCdPP&fccid=dd616958bd9ddc12&vjs=3
Direct message the job poster from PwC Acceleration Centers,Sign in,"Bengaluru, Karnataka, India",ApplySave,Jobs,1 week ago,https://in.linkedin.com/jobs/view/software-engineer-at-pwc-acceleration-centers-4309747343?position=43&pageNum=0&refId=bUBCtwBAcYTBnO0zHA2fkQ%3D%3D&trackingId=wexRplA%2BjtDN7tS%2FuCLEBA%3D%3D
Work from home jobs,IT jobs,Understanding of data structures and SQL.,Companies,Jobs,16 Apr 2025,https://www.naukri.com/job-listings-python-data-science-intern-patna-onsite-geotechnosoft-noida-0-to-2-years-180624502717
Frontend Developer - Javascript in Solan Tehsil,Sign in,简体中文 (Chinese (Simplified)),Full-time,Jobs,1 month ago,https://in.linkedin.com/jobs/view/frontend-developer-javascript-at-true-talents-4287489900?position=26&pageNum=0&refId=FRY0HURVkP2LWjSvEqLoSQ%3D%3D&trackingId=lpff3YHRU4JhlNiQJZAy6g%3D%3D
You may also apply directly oncompany website.,Sign in,"Bengaluru, Karnataka, India",Full-time,Jobs,1 week ago,https://in.linkedin.com/jobs/view/det-tt-strategy-manager-gdsn04-at-ey-4299204912?position=57&pageNum=0&refId=XoNj71ICes6mlus8w3SuqQ%3D%3D&trackingId=8pskGl1yomvEvhdfVLybIA%3D%3D
"DevOps EngineerJioNavi Mumbai, Maharashtra, India",Sign in,简体中文 (Chinese (Simplified)),ApplySave,Jobs,1 month ago,https://in.linkedin.com/jobs/view/devops-engineer-at-jio-4291085621?position=8&pageNum=0&refId=gvUeVL1ysTODoP%2BtfciqRg%3D%3D&trackingId=UwlaoPI5Gy16uHuiBCipvg%3D%3D
Skip to main content,Sign in,简体中文 (Chinese (Simplified)),LinkedIn,Show,Open the app,https://in.linkedin.com/jobs/view/devops-engineer-at-jio-4304538320?position=35&pageNum=0&refId=hdlf8IXXd2T8kViQyXgp6A%3D%3D&trackingId=qdr7Um6KHewNgVYhV0mIeQ%3D%3D
Skip to main content,Sign in,简体中文 (Chinese (Simplified)),LinkedIn,Show,Open the app,https://in.linkedin.com/jobs/view/devops-engineer-terraform-at-gainwell-technologies-4292754734?position=47&pageNum=0&refId=7ZKcDJ5krMeAXNod39YEHA%3D%3D&trackingId=MWIaASCee%2BeZxhwEcNPrUA%3D%3D
Skip to main content,Sign in,简体中文 (Chinese (Simplified)),LinkedIn,Show,Open the app,https://in.linkedin.com/jobs/view/backend-python-developer-sde-1-2-at-fynd-4280830443?position=16&pageNum=0&refId=%2Fgj6zI5qooVDzVDTOYkXGA%3D%3D&trackingId=8Vlz%2FcdJH0%2F6E4xWkn74JA%3D%3D
"Frontend DeveloperFlamBengaluru, Karnataka, India",Sign in,"Bengaluru, Karnataka, India",ApplySave,Jobs,1 week ago,https://in.linkedin.com/jobs/view/frontend-developer-at-flam-4309223132?position=29&pageNum=0&refId=Lehg8RciG9uB1iNTTOeYmA%3D%3D&trackingId=MOZhJI9B6%2FfnEX%2BzKIHIVA%3D%3D
Work from home jobs,IT jobs,Company CultureHighly rated,Companies,Jobs,26 Aug 2025,https://www.naukri.com/job-listings-java-developer-eng-infosys-pan-india-g-infosys-hyderabad-chennai-bengaluru-4-to-9-years-090625016333
Join to apply for theAI Engineerrole atonsemi,Sign in,"Bengaluru, Karnataka, India",Full-time,Jobs,6 days ago,https://in.linkedin.com/jobs/view/ai-engineer-at-onsemi-4309512435?position=45&pageNum=0&refId=XqkSKqUbS1dpPSX2CjOdGA%3D%3D&trackingId=%2FoHOAvRGQLi%2BjtFWi%2FltwQ%3D%3D
Frontend Developer - Javascript/TypeScript in Solan Tehsil,Sign in,简体中文 (Chinese (Simplified)),ApplySave,Jobs,Get the app,https://in.linkedin.com/jobs/view/frontend-developer-javascript-typescript-at-snapmint-4276034214?position=60&pageNum=0&refId=Lehg8RciG9uB1iNTTOeYmA%3D%3D&trackingId=FvageAS7p4QXZwrNTRfUQA%3D%3D
Join to apply for theSoftware Developer -1 (Full Stack)role atNxtWave,Sign in,"Hyderabad, Telangana, India",Associate,Jobs,Get the app,https://in.linkedin.com/jobs/view/software-developer-1-full-stack-at-nxtwave-4255967571?position=13&pageNum=0&refId=zYsG7InzVOFTA%2BH5noxBQQ%3D%3D&trackingId=jXwTpX%2FWxoMUIQwwmealCg%3D%3D
Skip to main content,Sign in,简体中文 (Chinese (Simplified)),LinkedIn,Show,Open the app,https://in.linkedin.com/jobs/view/data-analyst-emsx-at-amazon-4300062154?position=18&pageNum=0&refId=gdl0dG%2FB0a6g0C4Xob3n5A%3D%3D&trackingId=2mYgqMKtGSWIF%2FKLfxrlyg%3D%3D
Skip to main content,Sign in,简体中文 (Chinese (Simplified)),LinkedIn,Show,Open the app,https://in.linkedin.com/jobs/view/devops-engineer-at-pwc-acceleration-centers-4311870083?position=58&pageNum=0&refId=5GTxQIa%2FMos7vrSm%2B%2BdvlQ%3D%3D&trackingId=u7fBi3zfGnEHysRhWQYgOQ%3D%3D
Skip to main contentHomeCompany reviewsSalary guide,Sign in,Information Technology jobs,Employers,Home,"6,309 reviews",https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0D74WF7J234R2N3iB2-VwG4Sfc1yfB4LCBpTF7ZBk_Q0igsU8Hw2bcyOEfF5Ub6Xrvtii5cXvBa_o71uoVzfLrR2KBwBs-2BawZgSL4QVHpBRc9OgKEykol97Ef7F7qgBUndDKiK1-gE9dI8VTKcj5BZAOXq95kVYcc38mQusWXoThEsEtOftU_LCerl4x7qkpAHjWk8TnssxG6xKdq-Uh3L4U62iEEJZJnz_qpjodUdqt9DvsnRcuJJQ8TUQyFechAt-J9n1_1iC5kinJy0BgB14Z_BGX55FKJ0Jjp7HbNaTc7MraWDXsIC4uKSZU3G53KyHLfci6GInjdAxmtPc9kUTmGOKi3DKtVsXXQGDLU-f9Hv5tyvRl0cxgebgktVpRyTSmvTM52qsdP2R4jXurV1C5n_71ZaUV0dLXCWCVXjSfrYVGLprC2qSj4mMInrODBvVuSNeyX-buOTKHOqYo_5580kUNvWo9qZk3c5S6Nx8_LlDFe-f3HXbPrEXQ7GGyikrsVkJl-mKiVHcOc509hfyBhBGpduinGl5a6Jj04_eQ5yQa9iT4d3qWsGmJQvoWij_xJu1PsP6dRX2r43vNmCC7aG2wInIswR95OL-cHELUg_wjZ7hMIX4aozc3crs_0Ju5jtChyFVTVFrXRup3l8samncffnXNm9LPLxQqWmA==&xkcb=SoDU6_M3sxj7VzTF6J0IbzkdCdPP&camk=UoKtGZLa3XI84sNRO_jDNw==&p=3&fvj=0&vjs=3
Skip to main contentHomeCompany reviewsSalary guide,Sign in,Strong communication skills,Employers,Home,Nice to have,https://in.indeed.com/rc/clk?jk=e99bd52fb3f95181&bb=dHdo2DU2ml-MVaHvYNLCzYkjRjksACQWQU_m9b4USOQVXDNZg8svYWgKU6v6FryrzTcaR4l_31ZpPK2D5tbkYTgbtrjzFqSLDGOxlcAc1_UF2n5VDP08L8X23kYz6JvA85byfT0LchI4JhNOKE85NA%3D%3D&xkcb=SoBl67M3sxkIVGz7hR0GbzkdCdPP&fccid=9e6cc9e51c2613ab&vjs=3
"InfosysBengaluru East, Karnataka, India",Sign in,"Bengaluru, Karnataka, India",Full-time,Jobs,RSM US LLP,https://in.linkedin.com/jobs/view/healthcare-data-analyst-at-infosys-4314277543?position=29&pageNum=0&refId=Sf7X7%2FaM3PtugwtFm7LPQA%3D%3D&trackingId=VdEs0zwxsPe6QFHW14TSTg%3D%3D
Get AI-powered advice on this job and more exclusive features.,Sign in,Strong proficiency inPython,ApplySave,Jobs,4 days ago,https://in.linkedin.com/jobs/view/machine-learning-engineer-at-blue-polaris-4310711259?position=43&pageNum=0&refId=2PreaOIrk5T3HLCWuKoZ4Q%3D%3D&trackingId=CYDVTB8oenZBJup8Z0VTvw%3D%3D
Get AI-powered advice on this job and more exclusive features.,Sign in,"Bengaluru, Karnataka, India",ApplySave,Jobs,3 weeks ago,https://in.linkedin.com/jobs/view/aws-data-engineer-for-bangalore-at-deloitte-4295877929?position=30&pageNum=0&refId=nCM%2BDUdU93kLGQSGDH%2F1VA%3D%3D&trackingId=To%2BP4S13tRXLss3OQ3Gf%2FQ%3D%3D
DevOps Engineer - L2 in Solan Tehsil,Sign in,"Bengaluru, Karnataka, India",ApplySave,Jobs,1 week ago,https://in.linkedin.com/jobs/view/devops-engineer-l2-at-wipro-4310882648?position=7&pageNum=0&refId=SM9okl5W%2BOv5jmEbB1Y0Sw%3D%3D&trackingId=TbxjBf5baywNL%2FeUyOvfGg%3D%3D
Skip to main content,Sign in,简体中文 (Chinese (Simplified)),LinkedIn,Show,Open the app,https://in.linkedin.com/jobs/view/junior-devops-engineer-at-miratech-4309634201?position=54&pageNum=0&refId=SM9okl5W%2BOv5jmEbB1Y0Sw%3D%3D&trackingId=6VIoEdjhYrOQ8Le5Vk9tVg%3D%3D
Skip to main content,Sign in,简体中文 (Chinese (Simplified)),LinkedIn,Show,Open the app,https://in.linkedin.com/jobs/view/computer-vision-engineer-at-infosys-4314208501?position=33&pageNum=0&refId=Cu5MCKVmHmUYdUkhJ2jNWA%3D%3D&trackingId=liyOiVjceGRdclJtg1xTkg%3D%3D
Work from home jobs,IT jobs,Role Category:DevOps,Companies,Jobs,4 days ago,https://www.naukri.com/job-listings-devops-engineer-l3-wipro-limited-hyderabad-3-to-5-years-101025922645
Skip to main content,Sign in,简体中文 (Chinese (Simplified)),LinkedIn,Show,Open the app,https://in.linkedin.com/jobs/view/artificial-intelligence-intern-at-um-it-solutions-4314645256?position=21&pageNum=0&refId=XqkSKqUbS1dpPSX2CjOdGA%3D%3D&trackingId=P%2BtPuTy8JJd%2Bqy32GMZ3ZA%3D%3D
Get AI-powered advice on this job and more exclusive features.,Sign in,Software Engineering Intern,Microsoft,Jobs,9 hours ago,https://in.linkedin.com/jobs/view/software-engineering-intern-at-microsoft-4314461642?position=33&pageNum=0&refId=yLtZRPnWF732unUbxNT2Mg%3D%3D&trackingId=QG1vPi86jaCavsQ3TPXY7g%3D%3D
"Data ScientistImpetusBengaluru, Karnataka, India",Sign in,"Bengaluru, Karnataka, India",ApplySave,Jobs,2 weeks ago,https://in.linkedin.com/jobs/view/data-scientist-at-impetus-4306210271?position=59&pageNum=0&refId=cBSaewcUlkfM8K3Y%2ByguHQ%3D%3D&trackingId=RBY8zlpWho1nxydbjd2suA%3D%3D
Work from home jobs,IT jobs,HARMAN India3.83162 Reviews,Companies,Jobs,6 Days Ago,https://www.naukri.com/job-listings-software-engineer-sfcc-harman-india-bengaluru-3-to-4-years-131025502041
Work from home jobs,IT jobs,Quest Global3.52797 reviews,Companies,Jobs,1 week ago,https://www.naukri.com/job-listings-backend-developer-twixor-chennai-2-to-6-years-071025502522
Get AI-powered advice on this job and more exclusive features.,Sign in,Hands-on experience inAzure,ApplySave,Jobs,Get the app,https://in.linkedin.com/jobs/view/data-scientist-at-exl-4266437972?position=19&pageNum=0&refId=f0pWd2MGYnpfWdwveZihaA%3D%3D&trackingId=hqVlcfFV1SLJF1agAlZ25w%3D%3D
Work from home jobs,IT jobs,Statistical analysis,Companies,Jobs,4 Days Ago,https://www.naukri.com/job-listings-sr-ml-engineer-azure-xenonstack-private-ltd-mohali-2-to-4-years-140823500170
Skip to main contentHomeCompany reviewsSalary guide,Sign in,Review for TELUS International AI Inc,Employers,Home,"3,232 reviews",https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BkBGU4PDBcIGMzScpdZK6YnUcQfwH59Q35qo-u0ZtCvHvh4M8uJfobfq_NhC9--3arSF0mlA3bhnjDULo_nlbkQJ3nMg69WAaSiPjI-R0TBcq80Ux5eIx5ItXr4_I1-WuZCpHbu8Kj0GiEd4SUVzBSBB0gjGDhwgNxDZiKvmbdgwkeERj4w3HsGx4Rm8U92nn1MstatDUgEymNkGn-lWtnhJ2Y92kQ0Bo34ag-Zj3fmjJ8kd05j4tCFv5GjCa6ichhBg_dzNSRk7MTMlX60JoWMTnfzVDsoSiDHBMH3kMOUlz8Im7pN2v55go3atIgyVlcTBkLeBfPtN01hk0V69gKAocMf2FswsiR9FO2tSDGY6Tqe4JxWq_CmU7TWOAeHCNOuGVKZg204jrsVRI0g4bYELFKDLt5yt6CZhwqPjEqHR9QPQsm0jw_cLu9TTrDOakJZNIDMsrce51c2Z7NHuM5NyiESlzB09z8ruEvpZmOCdUvcF974H1LpR1GmnbN36tEXrPVflRyA688wpfwgDFa0vofQ05f-PfI9snQGDjJFJWYcoCHHN0zBDx91MRNuGbac0Bm9xdFdmhmgWMbU3lS1k8zxVxJlxJ7PKavmJbui4VkDnjRuonh54eb0oB7kk7iV6Gg4M03GwOY-KBslCwoeVXiulQqKzVF_yu0tXTTqoxDQgXpAY11FZa1dYOJKoU=&xkcb=SoAc6_M3sxkPSagfL70LbzkdCdPP&camk=UoKtGZLa3XKDTj_x6Z_SVw==&p=0&fvj=0&vjs=3
"Join to apply for theSoftware Engineer II, AI/ML, Searchrole atGoogle",Sign in,"Bengaluru, Karnataka, India",Full-time,Jobs,2 weeks ago,https://in.linkedin.com/jobs/view/software-engineer-ii-ai-ml-search-at-google-4306640318?position=23&pageNum=0&refId=9k8Plthmbb964cNLfY9v1A%3D%3D&trackingId=4HYs8FY2GHnMSeaPVeqaiw%3D%3D
"Web Development Internship in HyderabadThe Affordable Organic StoreHyderabad, Telangana, India",Sign in,"Hyderabad, Telangana, India",Microsoft,Jobs,1 month ago,https://in.linkedin.com/jobs/view/web-development-internship-in-hyderabad-at-the-affordable-organic-store-4291695338?position=42&pageNum=0&refId=yLtZRPnWF732unUbxNT2Mg%3D%3D&trackingId=TFnuIFcLU4po2mHKbBo3qQ%3D%3D
"Executes standard software solutions, design, development, and technical troubleshooting",Sign in,"Software Engineer, Frontend",Full-time,Jobs,1 week ago,https://in.linkedin.com/jobs/view/software-engineer-iii-aws-cloud-at-hackajob-4307979439?position=28&pageNum=0&refId=2%2FkEuHWfMIBHplBsAnsD0A%3D%3D&trackingId=s1Nx3etcJ4GwgUdzD%2FXQDg%3D%3D
Work from home jobs,IT jobs,Backend Developer Intern,Companies,Jobs,14 May 2025,https://www.naukri.com/job-listings-ai-intern-backend-360digitmg-chennai-0-to-1-years-180825504093
"DevOps Engineer / Cloud EngineerIndiabulls Securities LimitedGurugram, Haryana, IndiaApply",Sign in,简体中文 (Chinese (Simplified)),ApplySave,Jobs,1 week ago,https://in.linkedin.com/jobs/view/devops-engineer-cloud-engineer-at-indiabulls-securities-limited-4308801221?position=44&pageNum=0&refId=Fjc2W43TzJ9myQRV%2Bbwuzg%3D%3D&trackingId=wApUpwTbfODAa5C3oSEyOA%3D%3D
Skip to main content,Sign in,简体中文 (Chinese (Simplified)),LinkedIn,Show,Open the app,https://in.linkedin.com/jobs/view/software-development-faculty-trainee-at-nxtwave-4311866323?position=54&pageNum=0&refId=VsBAc7XdcOAhgGYsLZLVKA%3D%3D&trackingId=IPbN8SMdKW5gPb6N9MERbw%3D%3D
Skip to main content,Sign in,简体中文 (Chinese (Simplified)),LinkedIn,Show,Open the app,https://in.linkedin.com/jobs/view/data-scientist-at-deloitte-4307550628?position=1&pageNum=0&refId=HBIZh3HhJT3Ye0So9prp7Q%3D%3D&trackingId=0PXw4VR2gwj%2FNIc8ga6TRA%3D%3D
Work from home jobs,IT jobs,Research companiesbyAmbitionbox,Companies,Jobs,26 Aug 2024,https://www.naukri.com/job-listings-sales-enablement-intern-cloud-mentor-remote-0-to-1-years-110925502502
Work from home jobs,IT jobs,Roles and Responsibility,Companies,Jobs,5 Days Ago,https://www.naukri.com/job-listings-azure-engineer-ideslabs-private-limited-hyderabad-5-to-10-years-250925931903
