job_title,company_name,companyUrl,jobUrl,workType,contractType,salary,location,postedTime,experienceLevel
Full Stack Engineer,Insight Global,https://www.linkedin.com/company/insight-global?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/full-stack-engineer-at-insight-global-4316961584?trk=public_jobs_topcard-title,Information Technology,Contract,,India,5 days ago,Mid-Senior level
Full Stack Developer,VGreen Technology Solutions (VGreenTEK),https://in.linkedin.com/company/vgreentek?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/full-stack-developer-at-vgreen-technology-solutions-vgreentek-4312012259?trk=public_jobs_topcard-title,Information Technology,Contract,,"Kochi, Kerala, India",2 weeks ago,Entry level
Full Stack Engineer,Vista Applied Solutions Group Inc,https://www.linkedin.com/company/vasginc?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/full-stack-engineer-at-vista-applied-solutions-group-inc-4306125760?trk=public_jobs_topcard-title,Information Technology,Contract,,India,3 weeks ago,Mid-Senior level
Freelance Full-Stack Developers & Google Apps Script Developer (Remote),Fitex Media,https://in.linkedin.com/company/fitex-media?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/freelance-full-stack-developers-google-apps-script-developer-remote-at-fitex-media-4302362759?trk=public_jobs_topcard-title,Engineering and Information Technology,Contract,,"Mumbai, Maharashtra, India",1 week ago,Mid-Senior level
HTML Coding Specialist - AI Trainer,Invisible Expert Marketplace,https://www.linkedin.com/company/invisible-expert-marketplace?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/html-coding-specialist-ai-trainer-at-invisible-expert-marketplace-4263902796?trk=public_jobs_topcard-title,"Consulting, Training, and Information Technology",Contract,,India,3 days ago,Mid-Senior level
Full-Stack Development,NETSACH GLOBAL,https://in.linkedin.com/company/netsach-global?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/full-stack-development-at-netsach-global-4262814180?trk=public_jobs_topcard-title,Information Technology,Contract,,"Bengaluru, Karnataka, India",3 months ago,Mid-Senior level
TechOps Engineer,Aquanow,https://ca.linkedin.com/company/aquanow?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/techops-engineer-at-aquanow-4315786164?trk=public_jobs_topcard-title,"Information Technology, Engineering, and Customer Service",Contract,,"Bangalore Urban, Karnataka, India",1 week ago,Mid-Senior level
Mobile Engineer - 3k per month - Immediate start,nineDots.io,https://ie.linkedin.com/company/ninedots-io?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/mobile-engineer-3k-per-month-immediate-start-at-ninedots-io-4312405692?trk=public_jobs_topcard-title,Engineering and Information Technology,Contract,,India,1 week ago,Mid-Senior level
Angular Developer,VGreen Technology Solutions (VGreenTEK),https://in.linkedin.com/company/vgreentek?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/angular-developer-at-vgreen-technology-solutions-vgreentek-4316080950?trk=public_jobs_topcard-title,Information Technology,Contract,,"Kochi, Kerala, India",1 week ago,Entry level
Software Engineer | $45/hr Remote,Crossing Hurdles,https://www.linkedin.com/company/crossinghurdles?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/software-engineer-%2445-hr-remote-at-crossing-hurdles-4331623444?trk=public_jobs_topcard-title,Engineering and Information Technology,Contract,,India,2 days ago,Mid-Senior level
Full-Stack Development,NETSACH GLOBAL,https://in.linkedin.com/company/netsach-global?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/full-stack-development-at-netsach-global-4262313923?trk=public_jobs_topcard-title,Information Technology,Contract,,"Pune, Maharashtra, India",3 months ago,Mid-Senior level
Gen Ai - Engineer,Diligente Technologies,https://www.linkedin.com/company/diligente-technologies?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/gen-ai-engineer-at-diligente-technologies-4275744082?trk=public_jobs_topcard-title,Education,Contract,,India,1 week ago,Mid-Senior level
Android Developer,Kake,https://www.linkedin.com/company/kake?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/android-developer-at-kake-4310755302?trk=public_jobs_topcard-title,Engineering and Information Technology,Contract,,India,2 weeks ago,Mid-Senior level
Software Engineer (CMake),Crossing Hurdles,https://www.linkedin.com/company/crossinghurdles?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/software-engineer-cmake-at-crossing-hurdles-4331634327?trk=public_jobs_topcard-title,Information Technology and Engineering,Contract,,India,1 day ago,Mid-Senior level
Senior Java Angular Developer,ProArch,https://www.linkedin.com/company/proarch-it-solutions-pvt-ltd?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/senior-java-angular-developer-at-proarch-4275317282?trk=public_jobs_topcard-title,Information Technology,Contract,"₹1,500,000.00/yr - ₹1,800,000.00/yr",India,3 months ago,Mid-Senior level
Senior Python Developer,Guidance Groove,https://www.linkedin.com/company/guidance-groove?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/senior-python-developer-at-guidance-groove-4317788179?trk=public_jobs_topcard-title,Engineering and Information Technology,Contract,"₹60,000.00/mo - ₹70,000.00/mo",India,4 weeks ago,Mid-Senior level
React Native Developer (Contract — 3+ Months),Palindrome,https://uk.linkedin.com/company/palindromeai?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/react-native-developer-contract-%E2%80%94-3%2B-months-at-palindrome-4313321665?trk=public_jobs_topcard-title,Software Development,Contract,,India,1 week ago,Mid-Senior level
Multiple Developer Positions (Lead Full Stack / Frontend / Integration & Automation),OpenGrads,https://uk.linkedin.com/company/opengrads?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/multiple-developer-positions-lead-full-stack-frontend-integration-automation-at-opengrads-4316245166?trk=public_jobs_topcard-title,Engineering and Information Technology,Contract,,India,3 days ago,Mid-Senior level
Senior Java Backend Developer,ProArch,https://www.linkedin.com/company/proarch-it-solutions-pvt-ltd?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/senior-java-backend-developer-at-proarch-4295602300?trk=public_jobs_topcard-title,Information Technology,Contract,"₹1,600,000.00/yr - ₹2,000,000.00/yr",India,1 month ago,Mid-Senior level
Senior Java Developer,Toptal,https://www.linkedin.com/company/toptal?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/senior-java-developer-at-toptal-4311115459?trk=public_jobs_topcard-title,Engineering,Contract,,India,2 weeks ago,Mid-Senior level
"BigCommerce Proficiency [HTML, CSS, JavaScript, Stencil, REST/GraphQL APIs]",Formics Tech LLC,https://www.linkedin.com/company/formicstechllc?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/bigcommerce-proficiency-html-css-javascript-stencil-rest-graphql-apis-at-formics-tech-llc-4315535448?trk=public_jobs_topcard-title,"Design, Art/Creative, and Information Technology",Contract,"₹120,000.00/mo - ₹130,000.00/mo",India,1 week ago,Mid-Senior level
Machine Learning Engineer,INSPYR Solutions,https://www.linkedin.com/company/inspyrsolutions?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/machine-learning-engineer-at-inspyr-solutions-4307329754?trk=public_jobs_topcard-title,Information Technology,Contract,,"Hyderabad, Telangana, India",3 weeks ago,Mid-Senior level
Python Developer (Data & Statistics),SME Careers,https://www.linkedin.com/company/sme-careers?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/python-developer-data-statistics-at-sme-careers-4310426594?trk=public_jobs_topcard-title,Engineering,Contract,,India,3 weeks ago,Mid-Senior level
Dotnet Developer,Mitchell Martin Inc.,https://www.linkedin.com/company/mitchell-martin?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/dotnet-developer-at-mitchell-martin-inc-4311607527?trk=public_jobs_topcard-title,Information Technology,Contract,,India,2 weeks ago,Mid-Senior level
Dotnet Developer,Mastech Digital,https://www.linkedin.com/company/mastech?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/dotnet-developer-at-mastech-digital-4316784620?trk=public_jobs_topcard-title,Information Technology,Contract,,India,2 days ago,Mid-Senior level
"Freelance AI Engineer Role (Remote, 40 hrs/week)",Outlier,https://www.linkedin.com/company/try-outlier?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/freelance-ai-engineer-role-remote-40-hrs-week-at-outlier-4316112066?trk=public_jobs_topcard-title,Engineering and Information Technology,Contract,,India,1 week ago,Mid-Senior level
Senior Java Integration Developer,ProArch,https://www.linkedin.com/company/proarch-it-solutions-pvt-ltd?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/senior-java-integration-developer-at-proarch-4295483382?trk=public_jobs_topcard-title,Information Technology,Contract,"₹1,500,000.00/yr - ₹1,800,000.00/yr",India,2 months ago,Mid-Senior level
SQL Developer (Analytics),Crescent Techservices,https://in.linkedin.com/company/crescent-techservices?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/sql-developer-analytics-at-crescent-techservices-4318009631?trk=public_jobs_topcard-title,Information Technology,Contract,,"Chennai, Tamil Nadu, India",1 hour ago,Mid-Senior level
Java Microservices Developer + React,Avensys Consulting,https://sg.linkedin.com/company/avensys-consulting-global?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/java-microservices-developer-%2B-react-at-avensys-consulting-4316077539?trk=public_jobs_topcard-title,Information Technology,Contract,,"Bangalore Urban, Karnataka, India",1 week ago,Mid-Senior level
Senior Java Software Engineer,Avensys Consulting,https://sg.linkedin.com/company/avensys-consulting-global?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/senior-java-software-engineer-at-avensys-consulting-4318201303?trk=public_jobs_topcard-title,Analyst,Contract,,India,5 days ago,Mid-Senior level
Senior Software Engineer - Core Applications,Unison Group,https://www.linkedin.com/company/unison-group-sg?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/senior-software-engineer-core-applications-at-unison-group-4281933609?trk=public_jobs_topcard-title,Information Technology,Contract,,India,3 months ago,Mid-Senior level
AI/ML Engineer,SourcingXPress,https://in.linkedin.com/company/sourcingxpress?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/ai-ml-engineer-at-sourcingxpress-4305631449?trk=public_jobs_topcard-title,Engineering and Information Technology,Contract,"₹1,200,000.00/yr - ₹2,000,000.00/yr","Mumbai, Maharashtra, India",1 month ago,Entry level
Gen AI Engineer,eProSoft,https://www.linkedin.com/company/eprosoft?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/gen-ai-engineer-at-eprosoft-4256056173?trk=public_jobs_topcard-title,Engineering and Information Technology,Contract,,India,2 weeks ago,Entry level
Quality Assurance Engineer,Highbrow Technology Inc,https://www.linkedin.com/company/highbrow-technology-inc?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/quality-assurance-engineer-at-highbrow-technology-inc-4318331108?trk=public_jobs_topcard-title,Information Technology,Contract,,India,3 days ago,Mid-Senior level
Software Engineer - Akeneo,Pivotree,https://ca.linkedin.com/company/pivotree?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/software-engineer-akeneo-at-pivotree-4302554414?trk=public_jobs_topcard-title,Engineering and Information Technology,Contract,,India,1 month ago,Entry level
Machine Learning Engineer,Philodesign Technologies Inc,https://ca.linkedin.com/company/philodesign-technologies?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/machine-learning-engineer-at-philodesign-technologies-inc-4306514652?trk=public_jobs_topcard-title,Information Technology,Contract,,"Pune, Maharashtra, India",3 weeks ago,Mid-Senior level
Cloud Engineer,Bernard Tech,https://www.linkedin.com/company/bernard-tech?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/cloud-engineer-at-bernard-tech-4317663985?trk=public_jobs_topcard-title,Engineering and Information Technology,Contract,,India,17 hours ago,Entry level
Sr .Net Developer,ProArch,https://www.linkedin.com/company/proarch-it-solutions-pvt-ltd?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/sr-net-developer-at-proarch-4283405809?trk=public_jobs_topcard-title,Information Technology,Contract,"₹1,400,000.00/yr - ₹1,800,000.00/yr",India,3 months ago,Mid-Senior level
HubSpot Integration Engineer,Fusemachines,https://www.linkedin.com/company/fusemachines?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/hubspot-integration-engineer-at-fusemachines-4243663520?trk=public_jobs_topcard-title,Engineering and Information Technology,Contract,,"Pune, Maharashtra, India",4 months ago,Mid-Senior level
SQL Coding Specialist - AI Trainer,Invisible Expert Marketplace,https://www.linkedin.com/company/invisible-expert-marketplace?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/sql-coding-specialist-ai-trainer-at-invisible-expert-marketplace-4263907012?trk=public_jobs_topcard-title,"Consulting, Training, and Information Technology",Contract,,India,3 days ago,Mid-Senior level
.Net full stack developer - Tietoevry Create (m/f/d),Tietoevry,https://fi.linkedin.com/company/tietoevry?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/net-full-stack-developer-tietoevry-create-m-f-d-at-tietoevry-4283038877?trk=public_jobs_topcard-title,Engineering and Information Technology,Contract,,"Bengaluru, Karnataka, India",1 week ago,Entry level
Cloud Automation Developer,Centrilogic,https://ca.linkedin.com/company/centrilogic?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/cloud-automation-developer-at-centrilogic-4317223861?trk=public_jobs_topcard-title,Information Technology,Contract,,"Hyderabad, Telangana, India",2 days ago,Mid-Senior level
Data Engineer,Guidance Groove,https://www.linkedin.com/company/guidance-groove?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/data-engineer-at-guidance-groove-4316662201?trk=public_jobs_topcard-title,Information Technology,Contract,"SAR 70,000.00/mo - SAR 80,000.00/mo",India,1 month ago,Mid-Senior level
JavaScript Coding Specialist - AI Trainer,Invisible Expert Marketplace,https://www.linkedin.com/company/invisible-expert-marketplace?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/javascript-coding-specialist-ai-trainer-at-invisible-expert-marketplace-4263905474?trk=public_jobs_topcard-title,"Consulting, Training, and Information Technology",Contract,,India,3 days ago,Mid-Senior level
Workday Engineer,Insight Global,https://www.linkedin.com/company/insight-global?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/workday-engineer-at-insight-global-4310057918?trk=public_jobs_topcard-title,"Engineering, Analyst, and Information Technology",Contract,,India,2 weeks ago,Mid-Senior level
Sr. Test Automation Engineer with Java,ProArch,https://www.linkedin.com/company/proarch-it-solutions-pvt-ltd?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/sr-test-automation-engineer-with-java-at-proarch-4295487831?trk=public_jobs_topcard-title,Information Technology,Contract,"₹1,400,000.00/yr - ₹1,800,000.00/yr",India,1 month ago,Mid-Senior level
Java Coding Specialist - AI Trainer,Invisible Expert Marketplace,https://www.linkedin.com/company/invisible-expert-marketplace?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/java-coding-specialist-ai-trainer-at-invisible-expert-marketplace-4263907015?trk=public_jobs_topcard-title,"Consulting, Training, and Information Technology",Contract,,India,3 days ago,Mid-Senior level
Android Developer,People Prime Worldwide,https://in.linkedin.com/company/peopleprimeww?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/android-developer-at-people-prime-worldwide-4318899823?trk=public_jobs_topcard-title,Consulting,Contract,,India,4 hours ago,Mid-Senior level
Claude.AI Developer,ProArch,https://www.linkedin.com/company/proarch-it-solutions-pvt-ltd?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/claude-ai-developer-at-proarch-4292346569?trk=public_jobs_topcard-title,Information Technology,Contract,"₹2,200,000.00/yr - ₹2,500,000.00/yr",India,2 months ago,Mid-Senior level
Python Data Engineer,iVoyant,https://www.linkedin.com/company/ivoyant-llc?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/python-data-engineer-at-ivoyant-4318316407?trk=public_jobs_topcard-title,Information Technology,Contract,,India,3 days ago,Mid-Senior level
AI Engineer,TalentBridge,https://www.linkedin.com/company/talentbridge?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/ai-engineer-at-talentbridge-4315071737?trk=public_jobs_topcard-title,Information Technology,Contract,,India,1 week ago,Mid-Senior level
Senior Java Software Engineer,ACL Digital,https://www.linkedin.com/company/acl-digital?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/senior-java-software-engineer-at-acl-digital-4311811112?trk=public_jobs_topcard-title,Information Technology,Contract,,India,2 weeks ago,Mid-Senior level
IT Application Engineer,Mercola,https://www.linkedin.com/company/mercola?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/it-application-engineer-at-mercola-4315219520?trk=public_jobs_topcard-title,Information Technology,Contract,,India,1 week ago,Mid-Senior level
Freelance Coders,Uber AI Solutions,https://www.linkedin.com/company/uber-ai-solutions?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/freelance-coders-at-uber-ai-solutions-4307293085?trk=public_jobs_topcard-title,Engineering and Information Technology,Contract,,India,3 weeks ago,Entry level
Java Full Stack Developer,Philodesign Technologies Inc,https://ca.linkedin.com/company/philodesign-technologies?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/java-full-stack-developer-at-philodesign-technologies-inc-4318018381?trk=public_jobs_topcard-title,Information Technology,Contract,,India,3 hours ago,Mid-Senior level
Java Full-Stack Hands-on Developer (15+ years) ** 5 open positions**,YemPover Inc,https://www.linkedin.com/company/yempoverinc?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/java-full-stack-hands-on-developer-15%2B-years-5-open-positions-at-yempover-inc-4318812224?trk=public_jobs_topcard-title,Information Technology & Services,Contract,,India,1 day ago,Entry level
Data Engineer,InfyStrat Software Services,https://za.linkedin.com/company/infystrat-software-services?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/data-engineer-at-infystrat-software-services-4283783295?trk=public_jobs_topcard-title,Information Technology,Contract,,India,2 months ago,Mid-Senior level
System Engineer,Hyqoo,https://www.linkedin.com/company/hyqoocom?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/system-engineer-at-hyqoo-4296893732?trk=public_jobs_topcard-title,"Engineering, Information Technology, and Other",Contract,,India,1 month ago,Mid-Senior level
Senior Frontend Developer for Data Training,SME Careers,https://www.linkedin.com/company/sme-careers?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/senior-frontend-developer-for-data-training-at-sme-careers-4310615361?trk=public_jobs_topcard-title,Engineering,Contract,,India,1 week ago,Mid-Senior level
Next.js Web developer,,,https://in.linkedin.com/jobs/view/next-js-web-developer-4281539003?trk=public_jobs_topcard-title,,Contract,,India,1 month ago,Entry level
Sr Full Stack Engineer,"Convene, Inc.",https://www.linkedin.com/company/convene-tech?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/sr-full-stack-engineer-at-convene-inc-4309659730?trk=public_jobs_topcard-title,Engineering and Information Technology,Contract,,"Chennai, Tamil Nadu, India",5 days ago,Mid-Senior level
DevOps Engineer,ESB Technologies,https://www.linkedin.com/company/esbtech?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/devops-engineer-at-esb-technologies-4311630882?trk=public_jobs_topcard-title,Information Technology,Contract,,India,2 weeks ago,Mid-Senior level
Machine Learning Engineer,People Prime Worldwide,https://in.linkedin.com/company/peopleprimeww?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/machine-learning-engineer-at-people-prime-worldwide-4318892821?trk=public_jobs_topcard-title,"Analyst, Information Technology, and Design",Contract,,India,4 hours ago,Mid-Senior level
Oracle Developer,Insight Global,https://www.linkedin.com/company/insight-global?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/oracle-developer-at-insight-global-4317469188?trk=public_jobs_topcard-title,Information Technology,Contract,,India,4 days ago,Mid-Senior level
Data Engineer,BrothersTech,https://www.linkedin.com/company/brotherstech?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/data-engineer-at-brotherstech-4317211579?trk=public_jobs_topcard-title,Information Technology,Contract,,India,2 days ago,Mid-Senior level
ServiceNow Developers,Penta Consulting,https://uk.linkedin.com/company/penta-consulting?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/servicenow-developers-at-penta-consulting-4311899304?trk=public_jobs_topcard-title,Information Technology,Contract,,India,2 weeks ago,Mid-Senior level
Unity Developer,People Prime Worldwide,https://in.linkedin.com/company/peopleprimeww?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/unity-developer-at-people-prime-worldwide-4318899872?trk=public_jobs_topcard-title,Administrative and Information Technology,Contract,,India,4 hours ago,Mid-Senior level
Senior Fullstack Engineer (Contractual),Proximity Works,https://www.linkedin.com/company/proxwrks?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/senior-fullstack-engineer-contractual-at-proximity-works-4285388889?trk=public_jobs_topcard-title,Engineering,Contract,,India,3 months ago,Mid-Senior level
Senior Angular Developer (.Net),ProArch,https://www.linkedin.com/company/proarch-it-solutions-pvt-ltd?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/senior-angular-developer-net-at-proarch-4283428968?trk=public_jobs_topcard-title,Information Technology,Contract,"₹1,200,000.00/yr - ₹1,600,000.00/yr",India,3 months ago,Mid-Senior level
C# Coding Specialist - AI Trainer,Invisible Expert Marketplace,https://www.linkedin.com/company/invisible-expert-marketplace?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/c%23-coding-specialist-ai-trainer-at-invisible-expert-marketplace-4263903676?trk=public_jobs_topcard-title,"Consulting, Training, and Information Technology",Contract,,India,3 days ago,Mid-Senior level
Java Technical Lead,ProArch,https://www.linkedin.com/company/proarch-it-solutions-pvt-ltd?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/java-technical-lead-at-proarch-4295491664?trk=public_jobs_topcard-title,Information Technology,Contract,"₹2,000,000.00/yr - ₹2,400,000.00/yr",India,1 month ago,Mid-Senior level
IT Senior Engineer,KPG99 INC,https://www.linkedin.com/company/kpg-99-inc-?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/it-senior-engineer-at-kpg99-inc-4318284971?trk=public_jobs_topcard-title,Information Technology,Contract,,India,4 days ago,Mid-Senior level
IT System Developer (Mid to Senior-Level),Orizon Consulting,https://za.linkedin.com/company/orizonconsulting?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/it-system-developer-mid-to-senior-level-at-orizon-consulting-4277356969?trk=public_jobs_topcard-title,Engineering and Information Technology,Contract,,India,2 months ago,Entry level
C++ Coding Specialist - AI Trainer,Invisible Expert Marketplace,https://www.linkedin.com/company/invisible-expert-marketplace?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/c%2B%2B-coding-specialist-ai-trainer-at-invisible-expert-marketplace-4263907010?trk=public_jobs_topcard-title,"Consulting, Training, and Information Technology",Contract,,India,4 days ago,Mid-Senior level
Full Stack Developer - Strong React & Nest JS,Indsafri,https://za.linkedin.com/company/indsafri?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/full-stack-developer-strong-react-nest-js-at-indsafri-4309266803?trk=public_jobs_topcard-title,Information Technology and Engineering,Contract,,"Chennai, Tamil Nadu, India",2 weeks ago,Mid-Senior level
"Senior Developer (.Net, React focus)",Gold Coast IT,https://www.linkedin.com/company/gold-coast-it-solutions?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/senior-developer-net-react-focus-at-gold-coast-it-4297602855?trk=public_jobs_topcard-title,"Design, Finance, and Information Technology",Contract,,India,1 week ago,Mid-Senior level
